long_name,age_15,overall_15,age_16,overall_16,age_17,overall_17,age_18,overall_18,age_19,overall_19,age_20,overall_20,current_player_name,player_position,current_club,age_21,overall_21,overall_average,overall_21_predicted,age_22,age_23,age_24,overall_22_predicted,overall_23_predicted,overall_24_predicted
Marco Verratti,21.0,80.0,22.0,84.0,23.0,85.0,24.0,87.0,25.0,86.0,26.0,86.0,M. Verratti,Midfielder,Paris Saint-Germain,27.0,86.0,86.0,85.91,28.0,29.0,30.0,85.89,85.93,86.01
Raheem Shaquille Sterling,19.0,80.0,20.0,82.0,21.0,82.0,22.0,82.0,23.0,85.0,24.0,88.0,R. Sterling,Forward,Manchester City,25.0,88.0,88.0,87.99,26.0,27.0,28.0,88.06,88.19,88.36
Íñigo Martínez Berridi,23.0,80.0,24.0,80.0,25.0,81.0,26.0,82.0,27.0,79.0,28.0,80.0,Iñigo Martínez,Defender,Athletic Club de Bilbao,29.0,80.0,80.0,79.89,30.0,31.0,32.0,79.77,79.71,79.69
Axel Witsel,25.0,80.0,26.0,81.0,27.0,82.0,28.0,82.0,29.0,82.0,30.0,85.0,A. Witsel,Midfielder,Borussia Dortmund,31.0,84.0,84.5,84.23,32.0,33.0,34.0,84.0,83.83,83.7
Éver Maximiliano David Banega,26.0,80.0,27.0,81.0,28.0,84.0,29.0,83.0,30.0,83.0,31.0,83.0,E. Banega,Midfielder,Al Shabab,32.0,83.0,83.0,82.7,33.0,34.0,35.0,82.43,82.22,82.05
José Paulo Bezzera Maciel Júnior,25.0,80.0,,,27.0,81.0,28.0,81.0,29.0,85.0,30.0,84.0,Paulinho,Midfielder,Guangzhou Evergrande Taobao FC,31.0,83.0,83.5,83.24,32.0,33.0,34.0,83.02,82.86,82.74
Ciro Immobile,24.0,80.0,25.0,79.0,26.0,80.0,27.0,82.0,28.0,87.0,29.0,86.0,C. Immobile,Forward,Lazio,30.0,87.0,86.5,86.24,31.0,32.0,33.0,86.05,85.92,85.83
Morgan Schneiderlin,24.0,80.0,25.0,82.0,26.0,82.0,27.0,83.0,28.0,79.0,29.0,77.0,M. Schneiderlin,Midfielder,OGC Nice,30.0,76.0,76.5,76.38,31.0,32.0,33.0,76.21,76.1,76.03
Rui Pedro dos Santos Patrício,26.0,80.0,27.0,81.0,28.0,84.0,29.0,83.0,30.0,83.0,31.0,83.0,Rui Patrício,Goalkeeper,Wolverhampton Wanderers,32.0,84.0,83.5,83.19,33.0,34.0,35.0,82.92,82.71,82.54
Kevin Trapp,23.0,80.0,24.0,82.0,25.0,83.0,26.0,82.0,27.0,80.0,28.0,83.0,K. Trapp,Goalkeeper,Eintracht Frankfurt,29.0,83.0,83.0,82.85,30.0,31.0,32.0,82.73,82.67,82.65
Maxime Gonalons,25.0,80.0,26.0,82.0,27.0,81.0,28.0,80.0,29.0,75.0,30.0,75.0,M. Gonalons,Midfielder,Granada CF,31.0,76.0,75.5,75.34,32.0,33.0,34.0,75.13,74.98,74.87
Wojciech Szczęsny,24.0,80.0,25.0,79.0,26.0,79.0,27.0,82.0,28.0,84.0,29.0,86.0,W. Szczęsny,Goalkeeper,Juventus,30.0,87.0,86.5,86.24,31.0,32.0,33.0,86.05,85.92,85.83
José Salomón Rondón Giménez,24.0,80.0,25.0,80.0,26.0,80.0,27.0,80.0,28.0,77.0,29.0,79.0,S. Rondón,Forward,Dalian YiFang FC,30.0,77.0,78.0,77.86,31.0,32.0,33.0,77.69,77.58,77.51
Mousa Sidi Yaya Dembélé,26.0,80.0,27.0,80.0,28.0,82.0,29.0,83.0,30.0,84.0,31.0,81.0,M. Dembélé,Midfielder,Guangzhou R&F FC,32.0,80.0,80.5,80.24,33.0,34.0,35.0,79.98,79.78,79.62
Gonzalo Castro Randon,27.0,80.0,28.0,81.0,29.0,82.0,30.0,82.0,31.0,78.0,32.0,75.0,G. Castro,Forward,VfB Stuttgart,33.0,73.0,74.0,73.79,34.0,35.0,36.0,73.51,73.29,73.11
Dušan Tadić,25.0,80.0,26.0,79.0,27.0,79.0,28.0,80.0,29.0,80.0,30.0,84.0,D. Tadić,Forward,Ajax,31.0,83.0,83.5,83.24,32.0,33.0,34.0,83.02,82.86,82.74
Simon Thorup Kjær,25.0,80.0,26.0,81.0,27.0,82.0,28.0,81.0,29.0,79.0,30.0,82.0,S. Kjær,Defender,Milan,31.0,80.0,81.0,80.78,32.0,33.0,34.0,80.57,80.42,80.31
Bruno Eduardo Regufe Alves,32.0,80.0,33.0,79.0,34.0,79.0,35.0,78.0,36.0,71.0,37.0,73.0,Bruno Alves,Defender,Parma,38.0,72.0,72.5,72.17,39.0,40.0,41.0,71.76,71.41,71.11
Francisco Guillermo Ochoa Magaña,28.0,80.0,29.0,80.0,30.0,80.0,31.0,79.0,32.0,77.0,33.0,78.0,G. Ochoa,Goalkeeper,Club América,34.0,79.0,78.5,78.18,35.0,36.0,37.0,77.84,77.56,77.33
Raúl Albiol Tortajada,28.0,80.0,29.0,81.0,30.0,82.0,31.0,82.0,32.0,84.0,33.0,83.0,Raúl Albiol,Defender,Villarreal CF,34.0,82.0,82.5,82.12,35.0,36.0,37.0,81.76,81.46,81.21
Mathieu Debuchy,28.0,80.0,29.0,80.0,30.0,80.0,31.0,77.0,32.0,78.0,33.0,79.0,M. Debuchy,Defender,AS Saint-Étienne,34.0,78.0,78.5,78.18,35.0,36.0,37.0,77.84,77.56,77.33
Demba Ba,29.0,80.0,,,,,,,33.0,76.0,34.0,73.0,D. Ba,Forward,Medipol Başakşehir FK,35.0,72.0,72.5,72.25,36.0,37.0,38.0,71.91,71.63,71.39
Miguel Luís Pinto Veloso,28.0,80.0,,,30.0,79.0,31.0,78.0,,,33.0,77.0,Miguel Veloso,Midfielder,Hellas Verona,34.0,77.0,77.0,76.71,35.0,36.0,37.0,76.38,76.11,75.88
Aurélien Bayard Chedjou Fongang,29.0,80.0,30.0,81.0,31.0,80.0,32.0,77.0,33.0,74.0,34.0,74.0,A. Chedjou,Defender,Amiens SC,35.0,70.0,72.0,71.76,36.0,37.0,38.0,71.42,71.15,70.92
Enzo Nicolás Pérez,28.0,80.0,29.0,79.0,30.0,78.0,31.0,78.0,32.0,78.0,33.0,79.0,E. Pérez,Midfielder,River Plate,34.0,80.0,79.5,79.17,35.0,36.0,37.0,78.83,78.55,78.31
Nicolas N'Koulou,24.0,79.0,25.0,81.0,26.0,81.0,27.0,78.0,28.0,80.0,29.0,81.0,N. Nkoulou,Defender,Torino,30.0,80.0,80.5,80.33,31.0,32.0,33.0,80.17,80.07,80.01
Lorenzo Insigne,23.0,79.0,24.0,81.0,25.0,83.0,26.0,85.0,27.0,88.0,28.0,87.0,L. Insigne,Forward,Napoli,29.0,85.0,86.0,85.8,30.0,31.0,32.0,85.67,85.6,85.57
Francisco Alcácer García,20.0,79.0,21.0,80.0,22.0,81.0,23.0,79.0,24.0,79.0,25.0,83.0,Paco Alcácer,Forward,Villarreal CF,26.0,81.0,82.0,82.03,27.0,28.0,29.0,82.07,82.17,82.31
Tim Krul,26.0,79.0,27.0,79.0,28.0,79.0,29.0,77.0,30.0,75.0,31.0,73.0,T. Krul,Goalkeeper,Norwich City,32.0,75.0,74.0,73.82,33.0,34.0,35.0,73.57,73.38,73.23
Yann Sommer,25.0,79.0,26.0,82.0,27.0,84.0,28.0,83.0,29.0,82.0,30.0,84.0,Y. Sommer,Goalkeeper,Borussia Mönchengladbach,31.0,86.0,85.0,84.72,32.0,33.0,34.0,84.49,84.32,84.19
Giacomo Bonaventura,24.0,79.0,25.0,78.0,26.0,82.0,27.0,83.0,28.0,82.0,29.0,82.0,G. Bonaventura,Midfielder,Fiorentina,30.0,80.0,81.0,80.83,31.0,32.0,33.0,80.66,80.56,80.5
Vicente Guaita Panadero,27.0,79.0,28.0,77.0,29.0,75.0,30.0,73.0,31.0,81.0,32.0,79.0,Guaita,Goalkeeper,Crystal Palace,33.0,80.0,79.5,79.21,34.0,35.0,36.0,78.91,78.67,78.47
Eduardo Antonio Salvio,23.0,79.0,24.0,80.0,25.0,79.0,26.0,80.0,27.0,81.0,28.0,80.0,E. Salvio,Midfielder,Boca Juniors,29.0,81.0,80.5,80.38,30.0,31.0,32.0,80.26,80.2,80.18
Alexandre Lacazette,23.0,79.0,24.0,84.0,25.0,85.0,26.0,85.0,27.0,84.0,28.0,86.0,A. Lacazette,Forward,Arsenal,29.0,83.0,84.5,84.33,30.0,31.0,32.0,84.21,84.15,84.13
Mario Suárez Mata,27.0,79.0,28.0,79.0,29.0,79.0,,,31.0,77.0,32.0,75.0,Mario Suárez,Midfielder,Rayo Vallecano,33.0,74.0,74.5,74.28,34.0,35.0,36.0,73.99,73.76,73.58
Kévin Gameiro,27.0,79.0,28.0,79.0,29.0,83.0,30.0,83.0,31.0,81.0,32.0,81.0,K. Gameiro,Forward,Valencia CF,33.0,79.0,80.0,79.7,34.0,35.0,36.0,79.4,79.16,78.96
Séamus Coleman,25.0,79.0,26.0,81.0,27.0,82.0,28.0,81.0,29.0,80.0,30.0,79.0,S. Coleman,Defender,Everton,31.0,79.0,79.0,78.81,32.0,33.0,34.0,78.6,78.45,78.34
Adam David Lallana,26.0,79.0,27.0,80.0,28.0,81.0,29.0,83.0,30.0,81.0,31.0,79.0,A. Lallana,Midfielder,Brighton & Hove Albion,32.0,77.0,78.0,77.77,33.0,34.0,35.0,77.52,77.33,77.18
Valentin Stocker,25.0,79.0,26.0,78.0,27.0,77.0,28.0,76.0,29.0,74.0,30.0,73.0,V. Stocker,Midfielder,FC Basel 1893,31.0,73.0,73.0,72.87,32.0,33.0,34.0,72.66,72.51,72.4
Fernando Francisco Reges,26.0,79.0,27.0,78.0,28.0,79.0,29.0,78.0,30.0,79.0,31.0,81.0,Fernando,Midfielder,Sevilla FC,32.0,83.0,82.0,81.72,33.0,34.0,35.0,81.46,81.26,81.1
Leonardo Bonucci,27.0,79.0,28.0,83.0,29.0,87.0,30.0,88.0,31.0,86.0,32.0,86.0,L. Bonucci,Defender,Juventus,33.0,85.0,85.5,85.11,34.0,35.0,36.0,84.78,84.51,84.28
Daley Blind,24.0,79.0,25.0,80.0,26.0,81.0,27.0,80.0,28.0,79.0,29.0,83.0,D. Blind,Defender,Ajax,30.0,82.0,82.5,82.31,31.0,32.0,33.0,82.14,82.03,81.96
Grzegorz Krychowiak,24.0,79.0,25.0,82.0,26.0,84.0,27.0,81.0,28.0,78.0,29.0,78.0,G. Krychowiak,Midfielder,Lokomotiv Moscow,30.0,80.0,79.0,78.85,31.0,32.0,33.0,78.69,78.59,78.53
Daniel Carvajal Ramos,22.0,79.0,23.0,81.0,24.0,83.0,25.0,84.0,26.0,84.0,27.0,85.0,Carvajal,Defender,Real Madrid,28.0,86.0,85.5,85.37,29.0,30.0,31.0,85.3,85.29,85.32
Jonny Evans,26.0,79.0,27.0,78.0,28.0,79.0,29.0,79.0,30.0,78.0,31.0,79.0,J. Evans,Defender,Leicester City,32.0,80.0,79.5,79.25,33.0,34.0,35.0,78.99,78.79,78.63
César Azpilicueta Tanco,24.0,79.0,25.0,82.0,26.0,84.0,27.0,85.0,28.0,86.0,29.0,84.0,Azpilicueta,Defender,Chelsea,30.0,84.0,84.0,83.79,31.0,32.0,33.0,83.62,83.51,83.44
Alex Teixeira dos Santos,24.0,79.0,25.0,82.0,,,,,28.0,79.0,29.0,79.0,Alex Teixeira,Forward,Jiangsu Suning FC,30.0,79.0,79.0,78.85,31.0,32.0,33.0,78.69,78.59,78.53
Pierre-Emerick Aubameyang,25.0,79.0,26.0,82.0,27.0,86.0,28.0,88.0,29.0,87.0,30.0,88.0,P. Aubameyang,Forward,Arsenal,31.0,87.0,87.5,87.17,32.0,33.0,34.0,86.92,86.73,86.58
Keylor Navas Gamboa,27.0,79.0,28.0,79.0,29.0,85.0,30.0,85.0,31.0,87.0,32.0,87.0,K. Navas,Goalkeeper,Paris Saint-Germain,33.0,87.0,87.0,86.58,34.0,35.0,36.0,86.23,85.95,85.71
Jasper Cillessen,25.0,79.0,26.0,82.0,27.0,81.0,28.0,81.0,29.0,81.0,30.0,83.0,J. Cillessen,Goalkeeper,Valencia CF,31.0,81.0,82.0,81.77,32.0,33.0,34.0,81.55,81.39,81.27
Kamil Glik,26.0,79.0,27.0,82.0,28.0,83.0,29.0,85.0,30.0,83.0,31.0,80.0,K. Glik,Defender,Benevento,32.0,75.0,77.5,77.28,33.0,34.0,35.0,77.03,76.84,76.69
Francisco Javier García Fernández,27.0,79.0,28.0,80.0,29.0,79.0,30.0,78.0,31.0,78.0,32.0,77.0,Javi García,Midfielder,Boavista FC,33.0,75.0,76.0,75.76,34.0,35.0,36.0,75.47,75.24,75.05
Marouane Fellaini-Bakkioui,26.0,79.0,27.0,78.0,28.0,78.0,29.0,79.0,30.0,79.0,31.0,76.0,M. Fellaini,Midfielder,Shandong Luneng TaiShan FC,32.0,75.0,75.5,75.3,33.0,34.0,35.0,75.05,74.86,74.71
José Martín Cáceres Silva,27.0,79.0,28.0,81.0,,,30.0,77.0,31.0,78.0,32.0,78.0,M. Cáceres,Defender,Fiorentina,33.0,76.0,77.0,76.75,34.0,35.0,36.0,76.46,76.23,76.04
Fabricio Coloccini,32.0,79.0,33.0,79.0,34.0,76.0,35.0,73.0,36.0,74.0,37.0,72.0,F. Coloccini,Defender,San Lorenzo de Almagro,38.0,71.0,71.5,71.2,39.0,40.0,41.0,70.8,70.47,70.18
Thomas Vermaelen,28.0,79.0,29.0,80.0,30.0,81.0,31.0,78.0,32.0,77.0,33.0,78.0,T. Vermaelen,Defender,Vissel Kobe,34.0,75.0,76.5,76.21,35.0,36.0,37.0,75.88,75.61,75.38
Ron Peter Vlaar,29.0,79.0,,,31.0,78.0,32.0,76.0,33.0,74.0,34.0,74.0,R. Vlaar,Defender,AZ Alkmaar,35.0,73.0,73.5,73.23,36.0,37.0,38.0,72.88,72.6,72.36
Raúl García Escudero,27.0,79.0,,,29.0,81.0,30.0,81.0,31.0,81.0,32.0,80.0,Raúl García,Forward,Athletic Club de Bilbao,33.0,80.0,80.0,79.7,34.0,35.0,36.0,79.4,79.16,78.96
Lucas Pezzini Leiva,27.0,79.0,28.0,79.0,29.0,80.0,30.0,79.0,31.0,83.0,32.0,84.0,Lucas Leiva,Midfielder,Lazio,33.0,84.0,84.0,83.64,34.0,35.0,36.0,83.32,83.06,82.84
Gustavo Adrián Ramos Vásquez,28.0,79.0,29.0,78.0,30.0,78.0,31.0,78.0,32.0,73.0,33.0,72.0,A. Ramos,Forward,América de Cali,34.0,72.0,72.0,71.78,35.0,36.0,37.0,71.47,71.22,71.01
Vedran Ćorluka,28.0,79.0,29.0,80.0,30.0,82.0,31.0,82.0,32.0,82.0,33.0,82.0,V. Ćorluka,Defender,Lokomotiv Moscow,34.0,79.0,80.5,80.15,35.0,36.0,37.0,79.8,79.51,79.27
João Pedro da Silva Pereira,30.0,79.0,31.0,77.0,32.0,76.0,33.0,76.0,34.0,74.0,35.0,74.0,João Pereira,Defender,Trabzonspor,36.0,74.0,74.0,73.69,37.0,38.0,39.0,73.31,72.99,72.72
Memphis Depay,20.0,78.0,21.0,81.0,22.0,80.0,23.0,79.0,24.0,83.0,25.0,84.0,M. Depay,Forward,Olympique Lyonnais,26.0,85.0,84.5,84.49,27.0,28.0,29.0,84.53,84.63,84.77
Marcos Aoás Corrêa,20.0,78.0,21.0,81.0,22.0,82.0,23.0,83.0,24.0,84.0,25.0,86.0,Marquinhos,Defender,Paris Saint-Germain,26.0,85.0,85.5,85.48,27.0,28.0,29.0,85.52,85.62,85.75
William Silva de Carvalho,22.0,78.0,23.0,81.0,24.0,84.0,25.0,83.0,26.0,84.0,27.0,83.0,William Carvalho,Midfielder,Real Betis,28.0,80.0,81.5,81.42,29.0,30.0,31.0,81.36,81.36,81.4
Alberto Moreno Pérez,21.0,78.0,22.0,77.0,23.0,77.0,24.0,76.0,25.0,77.0,26.0,76.0,Alberto Moreno,Defender,Villarreal CF,27.0,77.0,76.5,76.51,28.0,29.0,30.0,76.48,76.51,76.58
Georginio Wijnaldum,23.0,78.0,24.0,80.0,25.0,81.0,26.0,82.0,27.0,82.0,28.0,84.0,G. Wijnaldum,Midfielder,Liverpool,29.0,85.0,84.5,84.33,30.0,31.0,32.0,84.21,84.15,84.13
Jordan Brian Henderson,24.0,78.0,25.0,79.0,26.0,81.0,27.0,82.0,28.0,82.0,29.0,83.0,J. Henderson,Midfielder,Liverpool,30.0,86.0,84.5,84.28,31.0,32.0,33.0,84.1,83.98,83.91
Pablo Daniel Piatti,25.0,78.0,26.0,80.0,27.0,78.0,28.0,79.0,29.0,79.0,30.0,78.0,P. Piatti,Midfielder,Toronto FC,31.0,78.0,78.0,77.82,32.0,33.0,34.0,77.61,77.46,77.35
Andrea Poli,24.0,78.0,25.0,77.0,26.0,76.0,27.0,75.0,28.0,77.0,29.0,77.0,A. Poli,Midfielder,Bologna,30.0,76.0,76.5,76.38,31.0,32.0,33.0,76.21,76.1,76.03
Michael Bradley,26.0,78.0,27.0,80.0,28.0,80.0,29.0,78.0,30.0,77.0,31.0,76.0,M. Bradley,Midfielder,Toronto FC,32.0,75.0,75.5,75.3,33.0,34.0,35.0,75.05,74.86,74.71
Andrea Consigli,27.0,78.0,28.0,79.0,29.0,83.0,30.0,82.0,31.0,82.0,32.0,81.0,A. Consigli,Goalkeeper,Sassuolo,33.0,81.0,81.0,80.69,34.0,35.0,36.0,80.38,80.14,79.94
André Ayew Pelé,24.0,78.0,25.0,79.0,26.0,80.0,27.0,79.0,28.0,77.0,29.0,76.0,A. Ayew,Forward,Swansea City,30.0,76.0,76.0,75.88,31.0,32.0,33.0,75.71,75.6,75.53
Toby Alderweireld,25.0,78.0,26.0,81.0,27.0,85.0,28.0,86.0,29.0,85.0,30.0,87.0,T. Alderweireld,Defender,Tottenham Hotspur,31.0,85.0,86.0,85.7,32.0,33.0,34.0,85.46,85.28,85.15
Kieran Gibbs,24.0,78.0,25.0,80.0,26.0,80.0,27.0,78.0,28.0,77.0,29.0,75.0,K. Gibbs,Defender,West Bromwich Albion,30.0,75.0,75.0,74.89,31.0,32.0,33.0,74.72,74.61,74.54
Taison Barcellos Freda,26.0,78.0,27.0,80.0,28.0,81.0,29.0,82.0,30.0,82.0,31.0,82.0,Taison,Midfielder,Shakhtar Donetsk,32.0,81.0,81.5,81.23,33.0,34.0,35.0,80.97,80.77,80.61
Stefan de Vrij,22.0,78.0,23.0,82.0,24.0,82.0,25.0,83.0,26.0,84.0,27.0,84.0,S. de Vrij,Defender,Inter,28.0,84.0,84.0,83.89,29.0,30.0,31.0,83.82,83.81,83.84
Stefan Savić,23.0,78.0,24.0,81.0,25.0,82.0,26.0,82.0,27.0,83.0,28.0,82.0,S. Savić,Midfielder,Wisła Kraków,26.0,69.0,75.5,75.57,27.0,28.0,29.0,75.58,75.65,75.76
Domenico Criscito,27.0,78.0,28.0,80.0,29.0,79.0,30.0,80.0,31.0,81.0,32.0,79.0,D. Criscito,Defender,Genoa,33.0,78.0,78.5,78.22,34.0,35.0,36.0,77.92,77.68,77.48
Adrián López Álvarez,26.0,78.0,27.0,75.0,28.0,77.0,29.0,75.0,30.0,77.0,31.0,76.0,Adrián López,Forward,CA Osasuna,32.0,75.0,75.5,75.3,33.0,34.0,35.0,75.05,74.86,74.71
Dimitri Payet,27.0,78.0,28.0,81.0,29.0,86.0,30.0,84.0,31.0,84.0,32.0,81.0,D. Payet,Forward,Olympique de Marseille,33.0,82.0,81.5,81.18,34.0,35.0,36.0,80.87,80.62,80.41
Max Kruse,26.0,78.0,27.0,81.0,28.0,80.0,29.0,82.0,30.0,82.0,31.0,83.0,M. Kruse,Forward,1. FC Union Berlin,32.0,81.0,82.0,81.72,33.0,34.0,35.0,81.46,81.26,81.1
Yann Gérard M'Vila,24.0,78.0,25.0,78.0,26.0,79.0,27.0,78.0,28.0,79.0,29.0,80.0,Y. M'Vila,Midfielder,Olympiacos CFP,30.0,79.0,79.5,79.35,31.0,32.0,33.0,79.19,79.09,79.03
Romain Hamouma,27.0,78.0,28.0,79.0,29.0,78.0,30.0,78.0,31.0,77.0,32.0,76.0,R. Hamouma,Midfielder,AS Saint-Étienne,33.0,76.0,76.0,75.76,34.0,35.0,36.0,75.47,75.24,75.05
Oliver Baumann,24.0,78.0,25.0,78.0,26.0,80.0,27.0,82.0,28.0,83.0,29.0,82.0,O. Baumann,Goalkeeper,TSG 1899 Hoffenheim,30.0,82.0,82.0,81.82,31.0,32.0,33.0,81.65,81.54,81.47
John Obi Mikel,27.0,78.0,28.0,77.0,29.0,78.0,,,,,32.0,73.0,J. Mikel,Midfielder,Stoke City,33.0,72.0,72.5,72.31,34.0,35.0,36.0,72.03,71.81,71.63
Lars Stindl,25.0,78.0,26.0,79.0,27.0,81.0,28.0,82.0,29.0,81.0,30.0,80.0,L. Stindl,Midfielder,Borussia Mönchengladbach,31.0,80.0,80.0,79.79,32.0,33.0,34.0,79.58,79.43,79.32
Mame Biram Diouf,26.0,78.0,27.0,78.0,28.0,78.0,29.0,77.0,30.0,75.0,31.0,72.0,M. Diouf,Forward,Hatayspor,32.0,68.0,70.0,69.87,33.0,34.0,35.0,69.62,69.43,69.28
Alejandro Arribas Garrido,25.0,78.0,26.0,75.0,27.0,76.0,28.0,75.0,29.0,73.0,30.0,73.0,Arribas,Defender,Real Oviedo,31.0,71.0,72.0,71.88,32.0,33.0,34.0,71.66,71.5,71.38
Benoît Costil,26.0,78.0,27.0,81.0,28.0,82.0,29.0,82.0,30.0,78.0,31.0,80.0,B. Costil,Goalkeeper,FC Girondins de Bordeaux,32.0,79.0,79.5,79.25,33.0,34.0,35.0,78.99,78.79,78.63
Ricardo Miguel Moreira da Costa,33.0,78.0,34.0,76.0,35.0,76.0,36.0,72.0,37.0,75.0,38.0,74.0,Ricardo Costa,Defender,Boavista FC,39.0,73.0,73.5,73.12,40.0,41.0,42.0,72.67,72.29,71.95
Joaquín Sánchez Rodríguez,32.0,78.0,,,34.0,78.0,35.0,78.0,36.0,82.0,37.0,80.0,Joaquín,Midfielder,Real Betis,38.0,80.0,80.0,79.5,39.0,40.0,41.0,79.0,78.57,78.18
Rubén Castro Martín,33.0,78.0,34.0,79.0,35.0,81.0,,,37.0,78.0,38.0,73.0,Rubén Castro,Forward,FC Cartagena,39.0,71.0,72.0,71.66,40.0,41.0,42.0,71.24,70.88,70.57
Burak Yılmaz,28.0,78.0,29.0,79.0,30.0,79.0,31.0,78.0,32.0,79.0,33.0,79.0,B. Yılmaz,Forward,LOSC Lille,34.0,78.0,78.5,78.18,35.0,36.0,37.0,77.84,77.56,77.33
Atiba Hutchinson,31.0,78.0,32.0,77.0,33.0,80.0,34.0,80.0,35.0,78.0,36.0,76.0,A. Hutchinson,Midfielder,Beşiktaş JK,37.0,76.0,76.0,75.62,38.0,39.0,40.0,75.2,74.84,74.52
이동국 李东国,35.0,78.0,36.0,78.0,37.0,75.0,38.0,71.0,39.0,68.0,40.0,68.0,Lee Dong Gook,Forward,Jeonbuk Hyundai Motors,41.0,69.0,68.5,68.25,42.0,43.0,44.0,67.87,67.56,67.3
Goran Pandev,30.0,78.0,31.0,75.0,32.0,74.0,33.0,74.0,34.0,75.0,35.0,73.0,G. Pandev,Forward,Genoa,36.0,72.0,72.5,72.22,37.0,38.0,39.0,71.85,71.55,71.29
Mikel Rico Moreno,29.0,78.0,30.0,78.0,31.0,77.0,32.0,74.0,33.0,75.0,34.0,73.0,Mikel Rico,Midfielder,SD Huesca,35.0,73.0,73.0,72.74,36.0,37.0,38.0,72.4,72.12,71.88
Ashley Young,28.0,78.0,29.0,80.0,30.0,79.0,31.0,75.0,32.0,80.0,33.0,77.0,A. Young,Midfielder,Inter,34.0,77.0,77.0,76.71,35.0,36.0,37.0,76.38,76.11,75.88
André-Pierre Gignac,28.0,78.0,29.0,81.0,30.0,82.0,31.0,81.0,32.0,80.0,33.0,80.0,A. Gignac,Forward,Tigres U.A.N.L.,34.0,81.0,80.5,80.15,35.0,36.0,37.0,79.8,79.51,79.27
Aaron Hunt,27.0,78.0,,,29.0,77.0,30.0,76.0,31.0,76.0,32.0,76.0,A. Hunt,Midfielder,Hamburger SV,33.0,73.0,74.5,74.28,34.0,35.0,36.0,73.99,73.76,73.58
Christian Gentner,28.0,78.0,29.0,78.0,30.0,78.0,31.0,78.0,32.0,78.0,33.0,73.0,C. Gentner,Midfielder,1. FC Union Berlin,34.0,74.0,73.5,73.26,35.0,36.0,37.0,72.94,72.69,72.48
Bafétimbi Fredius Gomis,28.0,78.0,29.0,77.0,30.0,78.0,31.0,79.0,32.0,81.0,33.0,81.0,B. Gomis,Forward,Al Hilal,34.0,80.0,80.5,80.15,35.0,36.0,37.0,79.8,79.51,79.27
Ben Foster,31.0,78.0,32.0,79.0,33.0,80.0,34.0,80.0,35.0,77.0,36.0,80.0,B. Foster,Goalkeeper,Watford,37.0,79.0,79.5,79.05,38.0,39.0,40.0,78.59,78.2,77.85
Bradley Guzan,29.0,78.0,30.0,78.0,31.0,75.0,32.0,73.0,33.0,73.0,34.0,72.0,B. Guzan,Goalkeeper,Atlanta United,35.0,72.0,72.0,71.76,36.0,37.0,38.0,71.42,71.15,70.92
Gabriel Alejandro Paletta,28.0,78.0,29.0,79.0,30.0,78.0,31.0,80.0,32.0,77.0,33.0,71.0,G. Paletta,Defender,AC Monza,34.0,71.0,71.0,70.8,35.0,36.0,37.0,70.5,70.26,70.06
Silvestre Manuel Gonçalves Varela,29.0,78.0,30.0,78.0,31.0,75.0,32.0,73.0,33.0,72.0,34.0,73.0,Varela,Forward,Os Belenenses,35.0,73.0,73.0,72.74,36.0,37.0,38.0,72.4,72.12,71.88
Ola Toivonen,27.0,78.0,28.0,75.0,29.0,74.0,30.0,75.0,31.0,75.0,32.0,76.0,O. Toivonen,Forward,Malmö FF,33.0,75.0,75.5,75.27,34.0,35.0,36.0,74.98,74.75,74.56
Adil Rami,28.0,78.0,29.0,79.0,30.0,82.0,31.0,81.0,32.0,82.0,33.0,75.0,A. Rami,Defender,Boavista FC,34.0,75.0,75.0,74.74,35.0,36.0,37.0,74.42,74.16,73.94
Senad Lulić,28.0,78.0,29.0,78.0,30.0,78.0,31.0,78.0,32.0,78.0,33.0,79.0,S. Lulić,Midfielder,Lazio,34.0,78.0,78.5,78.18,35.0,36.0,37.0,77.84,77.56,77.33
Juan Manuel Iturbe Arévalo,21.0,77.0,22.0,77.0,23.0,77.0,24.0,76.0,25.0,76.0,26.0,72.0,J. Iturbe,Midfielder,U.N.A.M.,27.0,72.0,72.0,72.03,28.0,29.0,30.0,71.97,71.97,72.01
Shkodran Mustafi,22.0,77.0,23.0,82.0,24.0,83.0,25.0,84.0,26.0,82.0,27.0,79.0,S. Mustafi,Defender,Arsenal,28.0,78.0,78.5,78.45,29.0,30.0,31.0,78.38,78.37,78.4
Álvaro Borja Morata Martín,21.0,77.0,22.0,81.0,23.0,82.0,24.0,84.0,25.0,83.0,26.0,83.0,Morata,Forward,Atlético Madrid,27.0,82.0,82.5,82.47,28.0,29.0,30.0,82.46,82.51,82.6
Matthias Ginter,20.0,77.0,21.0,77.0,22.0,77.0,23.0,78.0,24.0,80.0,25.0,81.0,M. Ginter,Defender,Borussia Mönchengladbach,26.0,82.0,81.5,81.53,27.0,28.0,29.0,81.57,81.67,81.81
Sergio Canales Madrazo,23.0,77.0,24.0,79.0,25.0,79.0,26.0,79.0,27.0,79.0,28.0,84.0,Canales,Midfielder,Real Betis,29.0,82.0,83.0,82.85,30.0,31.0,32.0,82.73,82.67,82.65
Danilo Luiz da Silva,22.0,77.0,23.0,80.0,24.0,80.0,25.0,78.0,26.0,79.0,27.0,79.0,Danilo,Defender,Juventus,28.0,79.0,79.0,78.95,29.0,30.0,31.0,78.88,78.87,78.9
